year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type,car_state
2011,Audi,A3,284351.0,Hatchback,Automatic,4X4,black,black,5,4,gasoline,500.0,9.6,7.5,2.0,4.0,Other,2
2019,Honda,Accord,126927.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,24595.0,10.4,7.4,2.4,4.0,Inline,2
2020,Hyundai,Elantra,16013.0,Sedan,CVT,FWD,red,black,5,4,gasoline,26781.0,7.8,5.6,2.4,4.0,Inline,1
2023,Chevrolet,Equinox,100.0,SUV,Automatic,FWD,gray,black,5,4,gasoline,33683.0,8.9,7.7,1.5,4.0,Other,1
2019,Chevrolet,Cruze,116714.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,16759.2,8.0,5.9,1.4,4.0,Inline,2
2023,Mazda,Mazda3,100.0,Hatchback,Automatic,FWD,blue,black,5,4,gasoline,28724.0,8.649999999999999,6.65,2.4,4.0,Inline,1
2023,GMC,Sierra,6.0,Truck,Automatic,4X4,black,black,5,2,gasoline,71483.0,14.8,11.8,5.3,8.0,Inline,1
2020,Volvo,XC60,17344.0,SUV,Automatic,4X4,white,black,5,4,gasoline,49900.0,10.8,8.7,2.4,4.0,Inline,1
2012,Subaru,Forester,190000.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,7499.0,10.8,8.7,2.4,4.0,Inline,2
2019,BMW,4,39411.0,Coupe,Automatic,4X4,white,black,5,2,gasoline,36980.0,10.8,8.7,2.0,4.0,Inline,1
2020,BMW,X5,40000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,60388.0,11.7,9.1,3.0,4.0,Other,2
2019,Dodge,Journey,80379.0,SUV,Automatic,4X4,metallic,black,5,4,gasoline,26499.0,14.5,10.0,2.4,6.0,V-Engine,2
2015,Bentley,Continental,109069.0,Convertible,Automatic,4X4,orange,black,4,2,gasoline,116799.2,10.8,8.7,6.0,4.0,Other,1
2018,Honda,Civic,130278.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,11998.5,7.8,6.0,2.0,4.0,V-Engine,2
2022,Honda,Accord,35377.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,40855.0,10.4,7.4,2.0,4.0,V-Engine,1
2021,Hyundai,Sonata,74000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,25765.0,8.8,6.4,2.4,4.0,Inline,2
2023,Mazda,CX-5,100.0,SUV,Automatic,4X4,white,black,5,4,gasoline,44126.0,9.8,7.9,2.4,4.0,Inline,1
2022,Mazda,CX-5,27827.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,35389.0,9.9,7.9,2.5,4.0,V-Engine,2
2008,BMW,3,172833.0,Convertible,Automatic,RWD,black,red,5,2,gasoline,11995.5,12.2,7.4,3.0,4.0,Other,2
2023,Kia,Forte,155.0,Sedan,CVT,FWD,black,black,5,4,gasoline,22195.0,10.8,8.7,2.4,4.0,Inline,1
2017,GMC,Acadia,93277.0,SUV,Automatic,4X4,red,gray,6,4,gasoline,29394.0,12.25,9.45,2.4,6.0,V-Engine,1
2020,Tesla,Model,79887.0,Sedan,Automatic,4X4,white,black,5,4,electric,46480.0,0.0,8.7,0.0,0.0,Electric,1
2023,Audi,A4,90.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,59221.0,10.8,8.7,2.0,4.0,Inline,1
2019,Mercedes-Benz,C-Class,68712.0,Wagon,Automatic,4X4,black,black,5,4,gasoline,41388.0,10.9,7.7,2.0,4.0,Other,1
2023,Mazda,CX-5,100.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,37526.0,9.8,7.9,2.4,4.0,Inline,1
2023,Dodge,Charger,0.0,Sedan,Automatic,RWD,other,black,5,4,gasoline,59770.0,14.7,9.4,2.4,8.0,Inline,1
2022,Ford,F-150,10.0,Truck,Automatic,4X4,silver,black,5,2,gasoline,58780.0,12.8,10.0,2.4,6.0,V-Engine,1
2012,Mazda,Mazda3,217642.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,1349.4,8.399999999999999,5.95,2.0,4.0,Other,2
2009,Mitsubishi,Outlander,212000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,500.0,10.8,8.7,2.4,4.0,Inline,3
2020,Porsche,Cayenne,49639.0,SUV,Automatic,4X4,black,black,5,4,gasoline,159900.0,10.8,8.7,2.4,8.0,Inline,1
2009,Mercedes-Benz,S-Class,162285.0,Sedan,Automatic,4X4,silver,black,5,4,gasoline,11629.2,14.2,9.0,2.4,8.0,Inline,2
2006,Jeep,Liberty,206025.0,SUV,Automatic,4X4,green,black,5,4,gasoline,3990.0,10.8,8.7,2.4,4.0,Inline,2
2009,Dodge,Grand,325000.0,Wagon,Automatic,FWD,silver,black,5,4,gasoline,500.0,10.8,8.7,2.4,4.0,Inline,3
2022,Chevrolet,Corvette,202.0,Coupe,Automatic,RWD,red,black,2,2,gasoline,145900.0,15.1,9.6,2.4,8.0,Inline,1
2022,Mercedes-Benz,GLC300,13146.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,72675.0,11.5,8.5,2.4,4.0,Other,1
2020,GMC,Savana,62985.0,Van,Automatic,RWD,white,black,2,3,gasoline,43495.0,10.8,8.7,2.4,8.0,Inline,1
2021,Honda,Pilot,35643.0,SUV,Automatic,4X4,black,black,5,4,gasoline,53985.0,12.4,9.3,2.4,6.0,V-Engine,1
2022,Kia,Sportage,11105.0,SUV,Automatic,4X4,black,blue,5,4,gasoline,30888.0,10.8,9.1,2.4,4.0,Inline,1
2023,Alfa Romeo,Romeo,65.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,71304.0,10.8,8.3,2.4,4.0,Inline,1
2023,Mazda,CX-5,4000.0,SUV,Automatic,4X4,red,black,5,4,gasoline,48980.0,10.8,8.7,2.5,4.0,Inline,1
2016,Porsche,Panamera,81458.0,Sedan,Automatic,4X4,black,beige,5,4,gasoline,56910.0,13.0,8.55,2.4,6.0,V-Engine,1
2019,Hyundai,Kona,73500.0,SUV,Automatic,4X4,white,black,5,4,gasoline,27750.0,9.0,8.0,2.4,4.0,Inline,1
2015,Cadillac,ATS,138324.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,13395.5,11.5,8.5,2.4,4.0,Inline,1
2018,Mercedes-Benz,CLA250,87000.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,27380.0,9.9,7.3,2.0,4.0,Other,2
2019,Volvo,V90,56052.0,Wagon,Automatic,4X4,white,black,5,4,gasoline,49950.0,10.8,8.7,2.4,4.0,Inline,1
2014,Audi,allroad,146965.0,Sedan,Automatic,4X4,silver,beige,5,4,gasoline,8423.5,10.8,8.7,2.0,4.0,Other,4
2018,Mercedes-Benz,GLE-Class,69525.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,40300.0,13.5,10.3,2.4,6.0,Inline,1
2023,Ford,Explorer,250.0,SUV,Automatic,4X4,white,black,7,4,gasoline,60889.0,11.7,8.6,2.3,4.0,Inline,1
2023,GMC,Sierra,17.0,Truck,Automatic,4X4,brown,black,5,4,gasoline,93973.0,14.8,11.8,5.3,8.0,Inline,1
2021,Audi,SQ5,53790.0,SUV,Automatic,4X4,white,black,5,4,gasoline,58388.0,13.1,9.9,2.4,6.0,V-Engine,2
2014,BMW,X5,126000.0,SUV,Automatic,4X4,black,brown,7,4,gasoline,26495.0,13.1,8.6,2.4,6.0,Inline,1
2019,Mercedes-Benz,C300,29205.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,47995.0,11.0,7.3,2.4,4.0,Inline,1
2010,Dodge,Grand,175300.0,Van,Automatic,FWD,white,black,2,4,gasoline,8389.2,12.3,8.3,2.4,6.0,V-Engine,2
2017,Volkswagen,Golf,159157.0,Wagon,Automatic,4X4,white,black,5,4,gasoline,13017.35,10.6,8.0,2.4,4.0,Inline,3
2023,Hyundai,Santa,99.0,SUV,Automatic,4X4,black,black,5,4,hybrid,55658.0,7.1,7.9,2.4,4.0,Inline,1
2019,Hyundai,Santa,68960.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,25800.0,10.8,8.7,2.4,4.0,Inline,2
2022,MINI,Countryman,25003.0,SUV,Automatic,4X4,white,black,5,4,gasoline,38990.0,10.0,7.4,2.4,3.0,Inline,1
2020,Kia,Telluride,93775.0,SUV,Automatic,4X4,white,brown,8,4,gasoline,41795.0,12.5,9.6,2.4,6.0,V-Engine,1
2019,Chevrolet,Corvette,43085.0,Coupe,Manual,4X4,gray,black,5,4,gasoline,68388.0,15.1,9.25,2.4,8.0,V-Engine,1
2019,Audi,A4,86227.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,32495.0,10.0,7.0,2.4,4.0,Inline,2
2020,Lamborghini,Aventador,8574.0,Coupe,Automatic,4X4,white,black,2,2,gasoline,1049999.0,26.1,15.7,2.4,12.0,Inline,1
2022,Jeep,Grand,2500.0,SUV,Automatic,4X4,white,black,5,4,gasoline,79980.0,10.3,9.7,2.0,4.0,Inline,1
2017,Honda,Civic,183372.0,Sedan,CVT,FWD,silver,black,5,4,gasoline,7194.370000000001,7.8,6.0,2.4,4.0,Inline,4
2023,Buick,Encore,20.0,SUV,Automatic,4X4,metallic,black,5,2,gasoline,39028.0,9.0,8.3,1.3,3.0,Inline,1
2019,Chevrolet,Corvette,43085.0,Coupe,Manual,4X4,gray,black,5,4,gasoline,68388.0,15.1,9.25,2.4,8.0,V-Engine,1
2016,Nissan,Maxima,153000.0,Sedan,CVT,FWD,black,brown,5,4,gasoline,17495.0,10.9,7.8,2.4,6.0,V-Engine,2
2018,BMW,X5,44182.0,SUV,Automatic,4X4,black,brown,7,4,gasoline,49995.0,13.0,9.8,2.4,6.0,Inline,1
2019,Dodge,Grand,69325.0,Van,Automatic,FWD,metallic,black,5,4,gasoline,32995.0,13.7,9.4,3.6,6.0,V-Engine,1
2021,Mercedes-Benz,S580,32121.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,144800.0,10.8,8.7,2.4,4.0,V-Engine,1
2011,Porsche,Panamera,145900.0,Hatchback,Manual,4X4,white,brown,4,4,gasoline,22162.5,10.8,8.7,2.4,8.0,Inline,3
2019,Volvo,XC90,66375.0,SUV,Automatic,4X4,white,black,5,2,gasoline,46380.0,10.8,8.7,2.4,4.0,Inline,2
2006,Lamborghini,Gallardo,78850.0,Convertible,Automatic,4X4,black,black,2,2,gasoline,118388.0,10.8,8.7,2.4,4.0,Inline,2
2018,BMW,3,83155.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,31840.0,7.8,5.9,2.4,4.0,Inline,2
2013,Fiat,500,152000.0,Convertible,Automatic,FWD,white,red,4,2,gasoline,8220.0,7.050000000000001,5.45,2.4,4.0,Inline,2
2023,Mitsubishi,Eclipse,89.0,SUV,Automatic,4X4,red,black,5,4,gasoline,37787.0,9.6,8.9,1.5,4.0,Inline,1
2022,Mazda,CX-5,13000.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,37000.0,10.8,8.7,2.4,4.0,Inline,1
2011,Acura,TSX,276900.0,Sedan,Automatic,FWD,gray,beige,5,4,gasoline,1780.88125,9.3,6.2,2.4,4.0,Inline,3
2018,BMW,3,143848.0,Sedan,Automatic,4X4,white,brown,5,4,gasoline,24490.0,10.5,7.4,2.4,4.0,Inline,2
2021,Tesla,Model,5025.0,Sedan,Automatic,4X4,white,white,5,4,electric,123700.0,0.0,8.7,0.0,0.0,Electric,1
2023,Jeep,Wrangler,17.0,SUV,Automatic,4X4,white,black,5,4,gasoline,64365.0,11.5,9.9,2.0,4.0,Inline,1
2019,Audi,Q5,42000.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,33998.0,10.9,8.7,2.0,4.0,Other,1
2022,Chrysler,Grand,14.0,Van,Automatic,FWD,red,black,5,2,gasoline,86450.0,12.4,8.4,3.6,6.0,Inline,1
2021,Mazda,CX-5,22596.0,SUV,Automatic,FWD,blue,black,5,4,gasoline,31896.0,9.3,7.6,2.4,4.0,Inline,1
2022,GMC,Yukon,7875.0,SUV,Automatic,4X4,blue,beige,7,4,gasoline,105388.0,16.3,12.7,6.2,4.0,Other,1
2017,Volkswagen,Passat,86409.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,26999.0,10.1,7.0,2.4,4.0,Inline,1
2020,Mercedes-Benz,E-Class,42873.0,Sedan,Automatic,4X4,silver,black,5,4,gasoline,59998.0,11.8,8.5,3.0,6.0,V-Engine,1
2014,Chevrolet,Sonic,256264.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,500.0,8.3,5.5,2.4,4.0,Inline,3
2023,Mazda,MX-30,25.0,SUV,Automatic,FWD,brown,black,5,4,electric,52826.0,0.0,8.7,2.4,0.0,Electric,1
2012,Fiat,500,96805.0,Convertible,Manual,FWD,red,black,5,2,gasoline,7995.0,7.050000000000001,5.4,1.4,4.0,Other,1
2019,Dodge,Grand,89804.0,Van,Automatic,FWD,black,black,5,4,gasoline,26988.0,13.7,9.4,3.6,6.0,V-Engine,2
2022,Honda,Civic,28505.0,Sedan,Manual,FWD,white,black,5,4,gasoline,39890.0,8.7,6.4,1.5,4.0,Inline,1
2015,Chevrolet,Trax,140975.0,SUV,Automatic,FWD,red,black,5,4,gasoline,9289.2,9.2,7.0,1.4,4.0,V-Engine,2
2022,Ford,F-150,19.0,Truck,Automatic,4X4,black,black,5,4,gasoline,59588.0,13.5,10.2,2.4,6.0,V-Engine,1
2021,Volvo,XC40,38260.0,SUV,Automatic,4X4,white,beige,5,4,gasoline,47895.0,10.8,8.7,2.0,4.0,Inline,1
2023,Hyundai,Tucson,1389.0,SUV,Automatic,4X4,gray,black,5,2,hybrid,49999.0,6.3,6.6,1.6,4.0,Other,1
2020,Honda,Accord,37837.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,33390.0,8.2,6.8,2.4,4.0,Inline,2
2017,Honda,Civic,92885.0,Sedan,CVT,FWD,black,black,5,4,gasoline,21985.0,7.8,6.0,2.4,4.0,Inline,2
2016,Fiat,500X,155000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,8699.2,10.8,8.7,2.4,4.0,Inline,2
2016,GMC,Sierra,147700.0,Truck,Automatic,4X4,black,black,5,4,gasoline,38999.0,10.8,8.7,5.3,4.0,Other,2
2023,GMC,Sierra,10.0,Truck,Automatic,4X4,white,black,5,4,diesel,87103.0,15.4,12.3,6.2,8.0,Inline,1
2020,Mitsubishi,Eclipse,78349.0,SUV,CVT,4X4,blue,black,5,4,gasoline,23498.0,9.6,8.9,1.5,4.0,Inline,2
2021,Porsche,Taycan,15976.0,Sedan,Automatic,4X4,black,black,5,4,electric,147400.0,0.0,8.7,0.0,0.0,Electric,1
2022,Ford,Expedition,55.0,SUV,Automatic,4X4,black,black,5,4,gasoline,102529.0,14.7,11.2,2.4,6.0,V-Engine,1
2022,Honda,Civic,14000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,37700.0,7.8,6.2,1.5,4.0,Other,1
2018,Tesla,Model,125400.0,SUV,Automatic,4X4,white,black,5,4,electric,66574.235,0.0,8.7,0.0,0.0,Electric,3
2023,Dodge,Durango,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,69995.0,13.0,9.4,3.6,6.0,V-Engine,1
2023,Audi,SQ5,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,85593.0,12.5,9.7,3.0,6.0,Inline,1
2023,Nissan,Kicks,150.0,Hatchback,Automatic,FWD,blue,black,5,4,gasoline,23088.0,7.7,6.6,2.4,4.0,Inline,1
2020,GMC,Terrain,31995.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,34342.0,11.2,9.0,2.4,4.0,Inline,1
2022,Honda,Accord,10900.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,40888.0,7.8,6.5,1.5,4.0,Other,1
2014,BMW,X3,106670.0,SUV,Automatic,4X4,white,black,5,4,gasoline,18995.0,9.8,7.1,2.4,4.0,Inline,1
2012,BMW,X6,97000.0,SUV,Automatic,4X4,white,red,4,4,gasoline,21900.0,13.1,8.6,2.4,6.0,Inline,1
2023,Mazda,CX-30,100.0,SUV,Automatic,4X4,white,black,5,4,gasoline,33324.0,9.0,7.1,2.4,4.0,Inline,1
2017,Honda,Civic,160250.0,Sedan,Manual,FWD,gray,black,5,4,gasoline,7066.7125,8.5,6.0,2.4,4.0,Inline,3
2023,Mazda,CX-30,100.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,34776.0,9.0,7.1,2.4,4.0,Inline,1
2023,Dodge,Charger,0.0,Sedan,Automatic,RWD,other,black,5,4,gasoline,58885.0,12.4,7.8,2.4,6.0,V-Engine,1
2019,Hyundai,Elantra,198406.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,4148.34375,8.3,6.4,2.0,4.0,Inline,3
2015,Kia,Optima,108133.0,Sedan,Automatic,FWD,silver,black,5,4,hybrid,18495.0,6.7,6.1,2.4,4.0,Inline,2
2023,Volkswagen,Atlas,6.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,61644.0,13.4,10.1,3.6,4.0,Other,1
2014,Ferrari,458,7955.0,Convertible,Automatic,RWD,black,black,2,2,gasoline,399000.0,18.1,13.8,2.4,8.0,Inline,1
2021,Tesla,Model,7250.0,Sedan,Automatic,4X4,blue,black,5,4,electric,160000.0,0.0,8.7,2.4,0.0,Electric,1
2014,GMC,Sierra,114000.0,Truck,Automatic,4X4,green,black,3,2,gasoline,33388.0,10.8,8.7,2.4,8.0,Inline,2
2021,Chevrolet,SILVERADO,10199.0,Truck,Automatic,4X4,white,black,5,2,gasoline,59985.0,10.8,8.7,6.6,8.0,Inline,1
2013,Nissan,Xterra,223000.0,SUV,Automatic,4X4,silver,gray,5,4,gasoline,4748.75,14.1,10.3,2.4,6.0,V-Engine,2
2023,Jeep,Wrangler,12.0,SUV,Automatic,4X4,green,black,5,4,gasoline,59980.0,10.8,8.7,3.6,6.0,V-Engine,1
2023,Chrysler,Grand,0.0,Van,Automatic,FWD,white,black,5,4,gasoline,49940.0,12.4,8.4,2.4,6.0,V-Engine,1
2018,BMW,X5,123094.0,SUV,Automatic,4X4,black,black,5,4,gasoline,35590.0,13.0,9.8,3.0,6.0,Inline,1
2021,Chevrolet,Corvette,4060.0,Coupe,Automatic,RWD,red,black,5,2,gasoline,126800.0,15.4,8.7,2.4,8.0,Inline,1
2023,Audi,A4,90.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,64693.0,10.8,8.7,2.0,4.0,Inline,1
2008,Chevrolet,Corvette,75828.0,Coupe,Manual,RWD,black,black,5,2,gasoline,58999.0,14.2,8.2,7.0,8.0,Inline,2
2014,Dodge,Grand,139158.0,Van,Automatic,FWD,red,black,7,4,gasoline,13990.0,12.2,7.9,2.4,6.0,V-Engine,2
2013,Ford,Fusion,128000.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,11490.0,8.6,5.55,2.5,4.0,Other,2
2019,Hyundai,Elantra,80000.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,20380.0,8.3,6.4,2.4,4.0,Inline,2
2013,Hyundai,Veloster,155017.0,Hatchback,Manual,FWD,blue,black,5,3,gasoline,7100.0,10.8,8.7,2.4,4.0,Inline,1
2009,Mazda,Mazda5,149432.0,Van,Automatic,4X4,gray,black,6,4,gasoline,5159.1,10.8,8.7,2.3,4.0,Other,2
2020,Ford,Escape,50975.0,SUV,Automatic,4X4,white,black,5,4,gasoline,34500.0,10.8,8.7,2.4,4.0,Inline,1
2018,Infiniti,QX60,127300.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,19825.0,10.8,8.7,2.4,4.0,Inline,3
2010,Dodge,Caravan,144938.0,Van,Automatic,FWD,white,gray,2,2,gasoline,9289.2,10.8,8.7,2.4,6.0,V-Engine,2
2018,BMW,X3,69998.0,SUV,Automatic,4X4,white,black,5,4,gasoline,35888.0,10.8,8.0,2.4,4.0,Inline,1
2023,Infiniti,QX80,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,95440.0,17.5,12.2,2.4,8.0,Inline,1
2019,Acura,TLX,77699.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,29488.0,11.4,7.7,3.5,6.0,V-Engine,2
2016,Audi,A3,62078.0,Sedan,Automatic,4X4,black,black,5,2,gasoline,22990.0,9.8,7.2,2.0,4.0,Inline,1
2021,Tesla,Model,11649.0,Sedan,Automatic,RWD,gray,black,5,4,electric,69888.0,0.0,8.7,0.0,0.0,Electric,1
2018,BMW,X1,100801.0,Wagon,Automatic,4X4,white,black,5,4,gasoline,27490.0,10.7,7.5,2.4,4.0,Inline,1
2023,Cadillac,CT5,27.0,Sedan,Automatic,4X4,metallic,black,5,4,gasoline,63887.0,10.600000000000001,7.449999999999999,2.0,4.0,Inline,1
2022,Ford,Bronco,60.0,SUV,Automatic,4X4,other,black,5,4,gasoline,47099.0,9.3,8.4,2.4,3.0,Inline,1
2015,Nissan,Murano,86121.0,SUV,Automatic,FWD,metallic,black,5,4,gasoline,18889.0,11.0,8.2,2.4,6.0,V-Engine,1
2022,Jeep,Compass,41787.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,35495.0,10.8,7.8,2.4,4.0,Inline,1
2021,Mazda,MX-5,2783.0,Convertible,Manual,RWD,gray,black,5,4,gasoline,46399.0,9.0,6.8,2.0,4.0,Inline,1
2018,Chevrolet,Cruze,19702.0,Hatchback,Automatic,FWD,red,black,5,4,gasoline,20995.0,8.1,6.2,2.4,4.0,Inline,1
2020,Acura,MDX,65000.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,46400.0,12.3,9.2,2.4,6.0,V-Engine,1
2023,Hyundai,Venue,50.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,27224.0,7.9,6.9,1.6,4.0,Other,1
2023,Chevrolet,Equinox,10.0,SUV,Automatic,4X4,black,black,5,4,gasoline,42173.0,9.9,7.9,1.5,4.0,Other,1
2020,Nissan,Kicks,20400.0,Hatchback,CVT,FWD,white,black,5,4,gasoline,26999.0,7.7,6.6,1.6,4.0,Inline,1
2018,GMC,Acadia,62000.0,SUV,Automatic,FWD,silver,black,5,4,gasoline,32000.0,10.8,8.7,2.4,4.0,Inline,1
2015,Ford,Fiesta,170000.0,Hatchback,Automatic,FWD,white,brown,5,4,gasoline,7199.0,10.8,8.7,1.6,4.0,Other,2
2017,Volvo,S90,33000.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,35995.0,10.8,7.6,2.4,4.0,Inline,1
2019,Jeep,Grand,88042.0,SUV,Automatic,4X4,black,black,5,4,gasoline,40388.0,14.7,10.25,3.6,6.0,Inline,2
2015,BMW,X5,153418.0,SUV,Automatic,4X4,white,black,5,4,gasoline,20331.175,13.0,8.9,3.0,4.0,Other,3
2023,Dodge,Charger,0.0,Sedan,Automatic,RWD,black,black,5,4,gasoline,58885.0,12.4,7.8,2.4,6.0,V-Engine,1
2015,Hyundai,Elantra,198000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,2351.7625,7.3,5.2,1.8,4.0,Other,3
2023,Jeep,Wrangler,12.0,SUV,Automatic,4X4,black,black,5,4,gasoline,65828.0,11.6,11.9,2.0,4.0,V-Engine,1
2008,Maserati,GranTurismo,46958.0,SUV,Automatic,RWD,black,black,5,2,gasoline,48998.0,10.8,8.7,4.2,8.0,V-Engine,1
2012,Audi,A6,235332.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,6325.172500000001,11.3,7.4,2.4,6.0,V-Engine,3
2009,Acura,TSX,253873.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,4291.0,9.6,6.5,2.4,4.0,Inline,2
2006,Jeep,Liberty,206025.0,SUV,Automatic,4X4,green,black,5,4,gasoline,867.5,10.8,8.7,2.4,4.0,Inline,2
2011,Volvo,V50,206835.0,Wagon,Automatic,FWD,silver,black,5,4,gasoline,4459.125,10.1,6.6,2.4,5.0,Inline,2
2010,Cadillac,CTS,106000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,10999.0,10.8,8.7,2.4,4.0,Other,2
2017,Acura,MDX,91412.0,SUV,Automatic,4X4,black,black,5,4,gasoline,33494.0,12.6,9.0,2.4,6.0,V-Engine,1
2023,Chevrolet,Silverado,19.0,Truck,Automatic,4X4,black,black,5,2,gasoline,60408.0,12.9,11.5,2.7,4.0,Inline,1
2018,Hyundai,Tucson,107587.0,SUV,Automatic,FWD,silver,black,5,4,gasoline,19998.0,10.1,7.8,2.0,4.0,Inline,1
2022,Jeep,Wrangler,2250.0,SUV,Automatic,4X4,black,black,5,2,gasoline,47500.0,13.25,10.0,3.6,6.0,V-Engine,1
2022,Hyundai,Kona,18512.0,SUV,CVT,4X4,gray,black,5,4,gasoline,30481.0,8.5,7.2,2.4,4.0,Other,1
2020,Hyundai,Elantra,124395.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,16048.2,7.8,5.6,2.0,4.0,Other,2
2023,Buick,Encore,0.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,35333.0,9.0,8.3,1.3,4.0,V-Engine,1
2019,Dodge,Grand,82195.0,Van,Automatic,FWD,black,black,5,2,gasoline,30980.0,13.7,9.4,3.6,6.0,Inline,1
2015,Mercedes-Benz,S-Class,72360.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,68998.0,15.7,10.1,5.5,4.0,Other,1
2019,Mercedes-Benz,C-Class,90600.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,37388.0,11.0,7.3,2.0,4.0,Other,1
2015,Volkswagen,Jetta,80000.0,Sedan,Automatic,FWD,silver,gray,5,4,gasoline,15999.0,10.4,7.0,2.4,4.0,Other,1
2023,Volkswagen,Taos,21.0,SUV,Automatic,4X4,blue,gray,5,4,gasoline,36194.0,9.5,7.4,1.5,4.0,Other,1
2011,Cadillac,CTS,215000.0,Wagon,Automatic,4X4,other,beige,5,4,gasoline,5646.311500000001,11.7,7.4,3.6,4.0,Other,3
2013,Chevrolet,Cruze,137750.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,7070.75,7.8,5.2,2.4,4.0,Inline,3
2023,Nissan,Murano,90.0,SUV,Automatic,4X4,metallic,black,5,4,gasoline,51474.0,12.0,8.5,2.4,6.0,V-Engine,1
2023,Mercedes-Benz,EQS,90.0,SUV,Automatic,4X4,gray,black,5,4,electric,170314.0,0.0,8.7,0.0,0.0,Electric,1
2018,Audi,Q5,31900.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,39900.0,10.4,8.6,2.4,4.0,Other,1
2023,Chevrolet,Silverado,7.0,Truck,Automatic,4X4,black,black,5,4,gasoline,63308.0,12.8,11.3,2.4,4.0,Inline,1
2015,Chevrolet,Colorado,110000.0,Truck,Automatic,RWD,white,gray,2,2,gasoline,17988.0,10.8,8.7,2.5,4.0,Other,2
2019,Tesla,Model,97100.0,Sedan,Automatic,RWD,red,black,5,4,electric,41000.0,0.0,8.7,2.4,0.0,Electric,2
2023,Jeep,Wrangler,17.0,SUV,Automatic,4X4,black,black,5,4,gasoline,65998.0,10.8,8.7,2.0,4.0,Inline,1
2023,GMC,Sierra,10.0,Truck,Automatic,4X4,black,black,5,4,gasoline,72875.0,14.8,11.8,2.4,8.0,Inline,1
2008,Porsche,911,5000.0,Coupe,Automatic,4X4,yellow,black,5,4,gasoline,799900.0,10.8,8.7,2.4,4.0,Inline,1
2018,Porsche,911,23200.0,Coupe,Automatic,4X4,white,black,4,2,gasoline,182888.0,10.8,8.7,2.4,6.0,Inline,1
2023,Jeep,Cherokee,0.0,SUV,Automatic,4X4,black,black,5,4,gasoline,57675.0,11.8,9.2,2.4,4.0,Inline,1
2022,Nissan,Armada,15995.0,SUV,Automatic,4X4,black,black,5,4,gasoline,68688.0,17.5,12.9,5.6,8.0,V-Engine,1
